transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
5852,2023-08-25,Warehouse Movement,867,Customer_867,Barley,OUT,196,25,4900,C,12.92
5853,2024-03-03,Warehouse Movement,1694,Customer_1694,Maize,IN,170,50,8500,A,12.65
5854,2023-09-30,Warehouse Movement,546,Customer_546,Wheat,OUT,55,25,1375,B,12.47
5855,2024-07-01,Warehouse Movement,540,Customer_540,Maize,OUT,54,50,2700,B,11.06
5856,2024-05-11,Warehouse Movement,1802,Customer_1802,Barley,OUT,111,50,5550,B,10.35
5857,2023-11-16,Warehouse Movement,1864,Customer_1864,Rice,IN,139,25,3475,C,14.85
5858,2023-12-16,Warehouse Movement,580,Customer_580,Barley,IN,94,25,2350,B,12.27
5859,2023-01-02,Warehouse Movement,223,Customer_223,Rice,IN,140,25,3500,B,12.48
5860,2024-03-27,Warehouse Movement,104,Customer_104,Wheat,IN,130,25,3250,A,16.1
5861,2023-04-09,Warehouse Movement,1104,Customer_1104,Barley,IN,163,25,4075,B,11.72
5862,2023-08-18,Warehouse Movement,1357,Customer_1357,Wheat,IN,142,25,3550,A,12.87
5863,2024-03-02,Warehouse Movement,1977,Customer_1977,Barley,IN,111,25,2775,A,12.73
5864,2024-04-07,Warehouse Movement,527,Customer_527,Millet,OUT,36,50,1800,A,14.14
5865,2024-08-15,Warehouse Movement,1435,Customer_1435,Millet,OUT,175,50,8750,A,14.34
5866,2024-08-22,Warehouse Movement,851,Customer_851,Barley,IN,29,50,1450,C,15.73
5867,2024-07-10,Warehouse Movement,1609,Customer_1609,Barley,OUT,153,50,7650,C,10.4
5868,2023-05-29,Warehouse Movement,519,Customer_519,Sorghum,OUT,188,50,9400,A,15.4
5869,2024-03-05,Warehouse Movement,1424,Customer_1424,Sorghum,IN,97,50,4850,A,11.01
5870,2024-06-14,Warehouse Movement,703,Customer_703,Wheat,IN,25,50,1250,A,14.13
5871,2023-07-14,Warehouse Movement,549,Customer_549,Rice,IN,110,25,2750,B,14.41
5872,2024-07-28,Warehouse Movement,61,Customer_61,Wheat,OUT,139,25,3475,C,15.83
5873,2024-02-08,Warehouse Movement,71,Customer_71,Rice,IN,122,50,6100,A,13.87
5874,2023-08-14,Warehouse Movement,483,Customer_483,Rice,IN,101,50,5050,B,12.82
5875,2024-10-31,Warehouse Movement,991,Customer_991,Sorghum,IN,144,50,7200,A,14.15
5876,2023-03-13,Warehouse Movement,473,Customer_473,Barley,IN,120,50,6000,B,13.93
5877,2024-08-15,Warehouse Movement,517,Customer_517,Maize,IN,171,25,4275,B,13.28
5878,2024-11-13,Warehouse Movement,1807,Customer_1807,Barley,IN,24,25,600,A,14.46
5879,2023-06-25,Warehouse Movement,63,Customer_63,Maize,IN,52,25,1300,B,14.4
5880,2023-12-27,Warehouse Movement,1638,Customer_1638,Sorghum,IN,124,25,3100,A,16.12
5881,2023-02-09,Warehouse Movement,1794,Customer_1794,Wheat,OUT,169,50,8450,A,13.99
5882,2024-11-12,Warehouse Movement,336,Customer_336,Maize,IN,116,50,5800,A,10.29
5883,2024-01-25,Warehouse Movement,30,Customer_30,Wheat,OUT,47,50,2350,B,16.49
5884,2024-03-13,Warehouse Movement,1100,Customer_1100,Wheat,OUT,173,25,4325,B,14.98
5885,2023-07-13,Warehouse Movement,1218,Customer_1218,Rice,OUT,128,25,3200,B,14.86
5886,2023-04-06,Warehouse Movement,1412,Customer_1412,Rice,IN,21,50,1050,C,15.39
5887,2023-11-26,Warehouse Movement,256,Customer_256,Rice,OUT,55,50,2750,B,13.3
5888,2024-10-21,Warehouse Movement,1791,Customer_1791,Wheat,IN,132,50,6600,C,10.22
5889,2024-10-10,Warehouse Movement,1699,Customer_1699,Millet,IN,93,25,2325,C,11.92
5890,2023-06-07,Warehouse Movement,1888,Customer_1888,Sorghum,OUT,78,25,1950,B,16.12
5891,2023-11-19,Warehouse Movement,411,Customer_411,Barley,OUT,118,25,2950,B,14.65
5892,2024-07-19,Warehouse Movement,558,Customer_558,Wheat,OUT,138,50,6900,C,14.42
5893,2023-10-07,Warehouse Movement,289,Customer_289,Rice,IN,23,25,575,B,11.38
5894,2023-06-11,Warehouse Movement,1806,Customer_1806,Wheat,IN,197,50,9850,B,11.88
5895,2024-06-25,Warehouse Movement,671,Customer_671,Millet,IN,180,25,4500,C,11.25
5896,2023-05-15,Warehouse Movement,649,Customer_649,Sorghum,OUT,51,50,2550,A,15.56
5897,2024-06-04,Warehouse Movement,863,Customer_863,Wheat,IN,15,50,750,B,11.44
5898,2024-01-04,Warehouse Movement,341,Customer_341,Barley,OUT,29,25,725,B,10.45
5899,2023-10-04,Warehouse Movement,396,Customer_396,Wheat,IN,155,50,7750,C,11.01
5900,2023-01-27,Warehouse Movement,283,Customer_283,Millet,IN,130,25,3250,C,12.58
5901,2023-04-29,Warehouse Movement,442,Customer_442,Wheat,IN,159,50,7950,B,12.14
5902,2023-05-18,Warehouse Movement,402,Customer_402,Millet,OUT,137,50,6850,C,13.84
5903,2023-01-19,Warehouse Movement,1385,Customer_1385,Wheat,IN,22,25,550,B,16.16
5904,2023-03-05,Warehouse Movement,674,Customer_674,Millet,OUT,150,50,7500,B,15.09
5905,2023-03-22,Warehouse Movement,315,Customer_315,Rice,OUT,198,25,4950,A,11.36
5906,2023-11-09,Warehouse Movement,1729,Customer_1729,Maize,IN,171,50,8550,C,12.6
5907,2024-03-13,Warehouse Movement,794,Customer_794,Maize,OUT,147,50,7350,B,15.87
5908,2023-12-25,Warehouse Movement,673,Customer_673,Sorghum,OUT,157,50,7850,A,11.24
5909,2024-05-31,Warehouse Movement,857,Customer_857,Millet,IN,95,25,2375,B,11.73
5910,2023-08-15,Warehouse Movement,166,Customer_166,Maize,IN,136,50,6800,A,13.71
5911,2023-09-25,Warehouse Movement,507,Customer_507,Millet,OUT,81,50,4050,B,16.48
5912,2023-04-28,Warehouse Movement,1764,Customer_1764,Millet,IN,27,50,1350,A,10.6
5913,2024-05-02,Warehouse Movement,1975,Customer_1975,Millet,IN,145,25,3625,C,15.68
5914,2023-08-23,Warehouse Movement,1543,Customer_1543,Millet,IN,60,50,3000,C,14.38
5915,2024-09-10,Warehouse Movement,1383,Customer_1383,Wheat,OUT,44,50,2200,C,10.05
5916,2023-11-08,Warehouse Movement,1591,Customer_1591,Millet,OUT,117,25,2925,C,15.9
5917,2024-04-05,Warehouse Movement,1700,Customer_1700,Barley,OUT,37,25,925,C,11.65
5918,2023-06-22,Warehouse Movement,996,Customer_996,Millet,OUT,45,50,2250,B,12.84
5919,2024-03-05,Warehouse Movement,281,Customer_281,Rice,IN,128,25,3200,C,10.57
5920,2023-06-15,Warehouse Movement,1870,Customer_1870,Maize,IN,123,25,3075,B,13.59
5921,2023-06-12,Warehouse Movement,120,Customer_120,Rice,OUT,119,25,2975,B,10.57
5922,2024-03-28,Warehouse Movement,1435,Customer_1435,Barley,IN,26,50,1300,B,15.34
5923,2023-08-15,Warehouse Movement,1033,Customer_1033,Wheat,IN,100,50,5000,C,14.46
5924,2024-07-26,Warehouse Movement,143,Customer_143,Wheat,OUT,18,50,900,C,10.1
5925,2024-07-13,Warehouse Movement,1686,Customer_1686,Sorghum,IN,107,50,5350,C,15.7
5926,2024-06-16,Warehouse Movement,1279,Customer_1279,Barley,IN,198,50,9900,B,14.53
5927,2024-05-23,Warehouse Movement,1420,Customer_1420,Rice,IN,108,25,2700,A,12.13
5928,2023-01-25,Warehouse Movement,1219,Customer_1219,Sorghum,IN,146,50,7300,B,12.63
5929,2023-05-10,Warehouse Movement,1807,Customer_1807,Wheat,OUT,83,25,2075,B,14.61
5930,2023-05-26,Warehouse Movement,230,Customer_230,Rice,OUT,41,50,2050,B,14.89
5931,2024-07-23,Warehouse Movement,54,Customer_54,Barley,OUT,177,25,4425,C,12.95
5932,2023-02-27,Warehouse Movement,997,Customer_997,Millet,OUT,77,50,3850,A,15.0
5933,2023-09-19,Warehouse Movement,1817,Customer_1817,Maize,IN,103,50,5150,A,10.81
5934,2024-03-16,Warehouse Movement,1301,Customer_1301,Sorghum,OUT,137,25,3425,B,10.18
5935,2024-06-08,Warehouse Movement,1691,Customer_1691,Wheat,IN,60,50,3000,A,11.44
5936,2024-06-27,Warehouse Movement,365,Customer_365,Sorghum,IN,68,25,1700,B,15.06
5937,2024-11-06,Warehouse Movement,1410,Customer_1410,Wheat,OUT,129,50,6450,C,14.77
5938,2023-05-26,Warehouse Movement,1417,Customer_1417,Millet,OUT,134,25,3350,A,14.83
5939,2023-08-25,Warehouse Movement,683,Customer_683,Sorghum,IN,194,25,4850,C,13.93
5940,2023-07-14,Warehouse Movement,1852,Customer_1852,Sorghum,IN,13,50,650,B,15.88
5941,2024-11-24,Warehouse Movement,972,Customer_972,Rice,IN,114,50,5700,B,15.74
5942,2023-06-21,Warehouse Movement,138,Customer_138,Wheat,IN,22,25,550,C,16.45
5943,2024-03-06,Warehouse Movement,1559,Customer_1559,Millet,IN,38,50,1900,A,12.69
5944,2023-02-28,Warehouse Movement,429,Customer_429,Sorghum,OUT,30,50,1500,A,11.13
5945,2023-05-25,Warehouse Movement,1058,Customer_1058,Wheat,IN,109,50,5450,A,10.17
5946,2023-10-13,Warehouse Movement,1126,Customer_1126,Millet,IN,63,50,3150,B,11.04
5947,2024-11-10,Warehouse Movement,1788,Customer_1788,Rice,IN,64,25,1600,C,14.05
5948,2024-01-21,Warehouse Movement,550,Customer_550,Sorghum,IN,128,25,3200,A,14.27
5949,2023-04-22,Warehouse Movement,1732,Customer_1732,Wheat,OUT,131,50,6550,B,15.05
5950,2023-11-03,Warehouse Movement,1746,Customer_1746,Rice,OUT,82,25,2050,B,15.46
5951,2024-10-08,Warehouse Movement,486,Customer_486,Barley,IN,96,50,4800,B,15.62
5952,2024-10-14,Warehouse Movement,528,Customer_528,Sorghum,IN,63,25,1575,C,13.95
5953,2023-03-30,Warehouse Movement,337,Customer_337,Rice,IN,23,50,1150,C,13.72
5954,2024-05-17,Warehouse Movement,716,Customer_716,Millet,IN,73,25,1825,A,15.65
5955,2024-04-18,Warehouse Movement,976,Customer_976,Wheat,OUT,134,25,3350,C,13.61
5956,2023-05-04,Warehouse Movement,1949,Customer_1949,Maize,IN,48,25,1200,C,10.23
5957,2023-08-29,Warehouse Movement,1372,Customer_1372,Millet,OUT,140,25,3500,C,16.1
5958,2024-08-06,Warehouse Movement,1195,Customer_1195,Sorghum,IN,88,25,2200,B,12.28
5959,2023-11-13,Warehouse Movement,697,Customer_697,Maize,OUT,166,25,4150,C,15.13
5960,2024-07-23,Warehouse Movement,1322,Customer_1322,Rice,OUT,22,50,1100,A,11.28
5961,2023-12-01,Warehouse Movement,840,Customer_840,Barley,IN,77,50,3850,B,14.16
5962,2024-07-30,Warehouse Movement,872,Customer_872,Millet,IN,26,50,1300,B,11.15
5963,2023-09-09,Warehouse Movement,1964,Customer_1964,Barley,IN,16,50,800,B,10.04
5964,2023-11-15,Warehouse Movement,679,Customer_679,Sorghum,IN,98,50,4900,A,14.72
5965,2023-12-30,Warehouse Movement,673,Customer_673,Maize,IN,168,25,4200,A,10.1
5966,2023-05-11,Warehouse Movement,527,Customer_527,Millet,IN,105,25,2625,A,10.57
5967,2024-02-26,Warehouse Movement,851,Customer_851,Millet,OUT,76,25,1900,C,16.38
5968,2023-03-11,Warehouse Movement,714,Customer_714,Millet,OUT,136,50,6800,C,11.94
5969,2024-06-27,Warehouse Movement,207,Customer_207,Sorghum,IN,177,50,8850,A,12.94
5970,2023-06-28,Warehouse Movement,1698,Customer_1698,Wheat,OUT,169,25,4225,A,13.53
5971,2024-08-31,Warehouse Movement,511,Customer_511,Sorghum,OUT,116,50,5800,A,10.64
5972,2024-02-10,Warehouse Movement,200,Customer_200,Millet,OUT,64,50,3200,A,15.24
5973,2023-05-02,Warehouse Movement,1080,Customer_1080,Sorghum,IN,28,50,1400,B,15.7
5974,2023-05-06,Warehouse Movement,364,Customer_364,Barley,OUT,65,50,3250,A,16.03
5975,2023-01-22,Warehouse Movement,1218,Customer_1218,Wheat,IN,192,50,9600,C,12.28
5976,2024-03-01,Warehouse Movement,933,Customer_933,Wheat,IN,111,50,5550,B,11.13
5977,2024-04-13,Warehouse Movement,777,Customer_777,Maize,IN,100,25,2500,C,16.44
5978,2024-04-05,Warehouse Movement,1863,Customer_1863,Maize,IN,125,50,6250,B,15.3
5979,2023-07-17,Warehouse Movement,99,Customer_99,Sorghum,IN,75,25,1875,B,14.16
5980,2023-01-22,Warehouse Movement,1878,Customer_1878,Wheat,IN,82,25,2050,A,13.26
5981,2023-01-25,Warehouse Movement,585,Customer_585,Wheat,OUT,136,50,6800,C,14.99
5982,2024-02-06,Warehouse Movement,318,Customer_318,Wheat,IN,50,50,2500,A,11.32
5983,2024-07-28,Warehouse Movement,1059,Customer_1059,Maize,OUT,74,25,1850,A,16.11
5984,2024-11-11,Warehouse Movement,322,Customer_322,Millet,OUT,25,25,625,A,11.1
5985,2023-05-09,Warehouse Movement,429,Customer_429,Wheat,OUT,70,25,1750,B,10.04
5986,2023-03-01,Warehouse Movement,1070,Customer_1070,Barley,OUT,153,25,3825,A,10.07
5987,2024-06-18,Warehouse Movement,575,Customer_575,Maize,IN,28,50,1400,C,11.31
5988,2024-05-07,Warehouse Movement,144,Customer_144,Wheat,IN,80,25,2000,A,11.05
5989,2024-05-02,Warehouse Movement,194,Customer_194,Sorghum,IN,107,50,5350,A,15.28
5990,2023-01-26,Warehouse Movement,634,Customer_634,Wheat,IN,166,50,8300,C,10.22
5991,2024-07-10,Warehouse Movement,1295,Customer_1295,Rice,OUT,123,50,6150,B,12.21
5992,2024-07-06,Warehouse Movement,1768,Customer_1768,Rice,IN,69,25,1725,C,11.91
5993,2023-05-17,Warehouse Movement,1362,Customer_1362,Wheat,IN,39,50,1950,B,11.82
5994,2023-04-09,Warehouse Movement,1271,Customer_1271,Millet,OUT,176,50,8800,B,14.65
5995,2023-06-17,Warehouse Movement,850,Customer_850,Barley,IN,181,25,4525,B,12.08
5996,2024-05-17,Warehouse Movement,1444,Customer_1444,Wheat,OUT,57,25,1425,C,11.07
5997,2023-08-18,Warehouse Movement,1979,Customer_1979,Sorghum,IN,174,25,4350,C,14.26
5998,2024-01-09,Warehouse Movement,54,Customer_54,Maize,OUT,68,50,3400,B,12.33
5999,2023-04-18,Warehouse Movement,511,Customer_511,Barley,IN,155,50,7750,A,11.64
6000,2024-06-09,Warehouse Movement,195,Customer_195,Barley,IN,124,50,6200,A,12.62
6001,2024-03-29,Warehouse Movement,1168,Customer_1168,Maize,OUT,168,50,8400,A,15.09
6002,2024-06-04,Warehouse Movement,556,Customer_556,Millet,IN,132,25,3300,A,11.36
6003,2024-06-27,Warehouse Movement,1540,Customer_1540,Sorghum,IN,76,50,3800,B,16.07
6004,2023-12-14,Warehouse Movement,1746,Customer_1746,Wheat,IN,36,25,900,C,13.0
6005,2023-12-18,Warehouse Movement,1245,Customer_1245,Sorghum,IN,103,25,2575,C,16.44
6006,2024-06-12,Warehouse Movement,369,Customer_369,Sorghum,IN,97,25,2425,A,12.42
6007,2024-03-17,Warehouse Movement,696,Customer_696,Barley,OUT,32,50,1600,C,15.91
6008,2023-01-14,Warehouse Movement,197,Customer_197,Maize,IN,126,50,6300,C,12.97
6009,2023-07-22,Warehouse Movement,1894,Customer_1894,Sorghum,IN,53,25,1325,B,14.4
6010,2024-01-03,Warehouse Movement,1891,Customer_1891,Maize,OUT,76,50,3800,C,15.28
6011,2023-08-07,Warehouse Movement,1837,Customer_1837,Wheat,OUT,112,50,5600,A,11.25
6012,2024-07-06,Warehouse Movement,1247,Customer_1247,Barley,OUT,180,25,4500,C,11.62
6013,2023-04-22,Warehouse Movement,522,Customer_522,Rice,IN,120,50,6000,C,10.84
6014,2023-05-28,Warehouse Movement,1596,Customer_1596,Rice,IN,150,50,7500,A,13.15
6015,2024-06-17,Warehouse Movement,1413,Customer_1413,Millet,OUT,135,50,6750,A,16.33
6016,2024-06-28,Warehouse Movement,1967,Customer_1967,Millet,OUT,127,25,3175,A,13.73
6017,2023-12-25,Warehouse Movement,1368,Customer_1368,Wheat,IN,12,25,300,B,13.52
6018,2024-09-02,Warehouse Movement,450,Customer_450,Millet,OUT,48,50,2400,A,12.2
6019,2024-01-03,Warehouse Movement,1322,Customer_1322,Millet,OUT,156,50,7800,C,15.58
6020,2024-11-22,Warehouse Movement,347,Customer_347,Millet,OUT,162,50,8100,C,10.56
6021,2023-06-12,Warehouse Movement,1872,Customer_1872,Barley,IN,111,50,5550,B,13.22
6022,2024-04-10,Warehouse Movement,1373,Customer_1373,Rice,OUT,108,25,2700,C,13.54
6023,2024-01-05,Warehouse Movement,57,Customer_57,Rice,OUT,158,50,7900,B,14.0
6024,2023-06-08,Warehouse Movement,1817,Customer_1817,Millet,IN,99,25,2475,C,10.86
6025,2023-11-06,Warehouse Movement,1490,Customer_1490,Rice,IN,177,50,8850,A,10.53
6026,2024-09-07,Warehouse Movement,137,Customer_137,Sorghum,IN,81,25,2025,B,11.75
6027,2023-03-14,Warehouse Movement,585,Customer_585,Barley,OUT,89,50,4450,A,16.5
6028,2023-12-07,Warehouse Movement,277,Customer_277,Maize,IN,150,25,3750,B,14.99
6029,2024-06-13,Warehouse Movement,1677,Customer_1677,Wheat,OUT,198,25,4950,B,14.39
6030,2023-09-28,Warehouse Movement,1210,Customer_1210,Sorghum,OUT,47,50,2350,C,11.83
6031,2023-06-30,Warehouse Movement,1520,Customer_1520,Barley,OUT,144,25,3600,C,15.88
6032,2023-01-21,Warehouse Movement,1305,Customer_1305,Barley,OUT,12,25,300,B,10.43
6033,2023-10-07,Warehouse Movement,1537,Customer_1537,Rice,OUT,45,50,2250,C,12.47
6034,2024-05-15,Warehouse Movement,323,Customer_323,Maize,IN,76,50,3800,B,10.64
6035,2023-03-17,Warehouse Movement,1876,Customer_1876,Maize,IN,48,25,1200,C,12.47
6036,2024-05-17,Warehouse Movement,43,Customer_43,Rice,OUT,77,25,1925,C,11.46
6037,2024-07-08,Warehouse Movement,1611,Customer_1611,Wheat,OUT,108,25,2700,C,12.56
6038,2023-11-03,Warehouse Movement,1651,Customer_1651,Maize,OUT,86,50,4300,A,13.98
6039,2023-10-15,Warehouse Movement,1552,Customer_1552,Sorghum,IN,174,50,8700,A,12.47
6040,2023-06-20,Warehouse Movement,355,Customer_355,Sorghum,IN,151,25,3775,C,15.5
6041,2023-03-11,Warehouse Movement,197,Customer_197,Sorghum,OUT,35,50,1750,C,13.68
6042,2023-04-27,Warehouse Movement,1230,Customer_1230,Wheat,OUT,191,25,4775,C,10.49
6043,2023-12-08,Warehouse Movement,1813,Customer_1813,Barley,IN,103,50,5150,C,14.61
6044,2024-08-01,Warehouse Movement,106,Customer_106,Maize,OUT,183,25,4575,B,15.03
6045,2023-11-09,Warehouse Movement,780,Customer_780,Millet,OUT,160,25,4000,C,13.61
6046,2023-12-06,Warehouse Movement,394,Customer_394,Sorghum,IN,112,25,2800,B,16.36
6047,2023-10-11,Warehouse Movement,763,Customer_763,Maize,OUT,92,50,4600,C,13.52
6048,2023-06-17,Warehouse Movement,1906,Customer_1906,Rice,IN,131,25,3275,A,10.94
6049,2024-10-29,Warehouse Movement,1490,Customer_1490,Millet,IN,50,50,2500,B,14.03
6050,2024-09-15,Warehouse Movement,1242,Customer_1242,Maize,OUT,147,25,3675,B,15.62
6051,2024-04-17,Warehouse Movement,351,Customer_351,Millet,IN,39,50,1950,A,10.71
6052,2024-06-13,Warehouse Movement,1584,Customer_1584,Barley,OUT,103,25,2575,B,11.7
6053,2024-09-17,Warehouse Movement,661,Customer_661,Sorghum,IN,28,25,700,A,10.6
6054,2023-12-04,Warehouse Movement,1309,Customer_1309,Millet,OUT,44,25,1100,C,11.12
6055,2023-09-20,Warehouse Movement,678,Customer_678,Maize,IN,104,50,5200,A,15.33
6056,2023-04-03,Warehouse Movement,1635,Customer_1635,Sorghum,OUT,191,25,4775,A,10.88
6057,2024-05-14,Warehouse Movement,754,Customer_754,Barley,OUT,198,25,4950,B,11.28
6058,2024-10-11,Warehouse Movement,326,Customer_326,Rice,IN,178,50,8900,C,11.56
6059,2024-10-26,Warehouse Movement,1719,Customer_1719,Wheat,OUT,151,50,7550,C,15.21
6060,2024-10-15,Warehouse Movement,1135,Customer_1135,Millet,IN,114,25,2850,C,13.75
6061,2024-10-13,Warehouse Movement,1210,Customer_1210,Sorghum,IN,100,50,5000,A,13.66
6062,2023-12-29,Warehouse Movement,1175,Customer_1175,Maize,IN,103,25,2575,A,15.42
6063,2024-09-19,Warehouse Movement,21,Customer_21,Rice,IN,116,25,2900,C,14.28
6064,2023-06-12,Warehouse Movement,1827,Customer_1827,Millet,IN,199,50,9950,B,16.38
6065,2024-07-02,Warehouse Movement,1882,Customer_1882,Wheat,OUT,63,50,3150,C,15.91
6066,2023-04-17,Warehouse Movement,1020,Customer_1020,Maize,IN,76,50,3800,B,11.52
6067,2024-08-05,Warehouse Movement,1449,Customer_1449,Wheat,IN,193,50,9650,C,11.21
6068,2023-08-28,Warehouse Movement,101,Customer_101,Millet,OUT,32,50,1600,C,14.95
6069,2023-03-29,Warehouse Movement,1980,Customer_1980,Maize,OUT,158,50,7900,A,11.31
6070,2023-12-17,Warehouse Movement,810,Customer_810,Barley,IN,130,50,6500,A,11.83
6071,2023-02-17,Warehouse Movement,942,Customer_942,Sorghum,OUT,123,25,3075,A,12.91
6072,2023-09-22,Warehouse Movement,1776,Customer_1776,Rice,IN,12,25,300,C,11.5
6073,2024-09-10,Warehouse Movement,948,Customer_948,Millet,OUT,117,25,2925,C,15.91
6074,2023-11-13,Warehouse Movement,1785,Customer_1785,Barley,IN,177,25,4425,B,15.41
6075,2023-11-11,Warehouse Movement,1917,Customer_1917,Sorghum,IN,134,25,3350,C,13.51
6076,2023-04-01,Warehouse Movement,1964,Customer_1964,Rice,OUT,158,50,7900,C,14.0
6077,2024-01-06,Warehouse Movement,223,Customer_223,Wheat,OUT,14,25,350,B,11.16
6078,2023-05-01,Warehouse Movement,1072,Customer_1072,Sorghum,OUT,47,50,2350,B,10.18
6079,2023-06-22,Warehouse Movement,1024,Customer_1024,Maize,OUT,19,25,475,B,12.58
6080,2023-08-28,Warehouse Movement,222,Customer_222,Rice,OUT,105,25,2625,B,11.73
6081,2023-09-27,Warehouse Movement,1521,Customer_1521,Wheat,IN,122,50,6100,C,12.71
6082,2023-07-29,Warehouse Movement,1681,Customer_1681,Millet,IN,33,50,1650,C,12.88
6083,2023-08-07,Warehouse Movement,909,Customer_909,Barley,IN,27,50,1350,C,13.41
6084,2023-02-17,Warehouse Movement,1161,Customer_1161,Wheat,IN,49,50,2450,C,14.0
6085,2023-09-29,Warehouse Movement,468,Customer_468,Rice,IN,90,25,2250,C,10.25
6086,2024-08-23,Warehouse Movement,1273,Customer_1273,Maize,IN,146,50,7300,B,10.16
6087,2024-06-02,Warehouse Movement,1626,Customer_1626,Rice,OUT,88,50,4400,B,10.36
6088,2023-05-14,Warehouse Movement,450,Customer_450,Sorghum,OUT,18,50,900,C,16.07
6089,2023-07-02,Warehouse Movement,561,Customer_561,Maize,IN,72,50,3600,C,11.76
6090,2023-09-23,Warehouse Movement,1922,Customer_1922,Sorghum,IN,130,25,3250,A,14.12
6091,2024-06-26,Warehouse Movement,1706,Customer_1706,Rice,IN,136,25,3400,A,10.51
6092,2023-08-20,Warehouse Movement,1279,Customer_1279,Maize,OUT,20,25,500,B,11.76
6093,2024-08-29,Warehouse Movement,1931,Customer_1931,Wheat,OUT,136,50,6800,C,10.85
6094,2024-08-23,Warehouse Movement,950,Customer_950,Wheat,IN,90,25,2250,B,16.48
6095,2024-02-26,Warehouse Movement,808,Customer_808,Millet,OUT,81,50,4050,C,14.78
6096,2023-03-04,Warehouse Movement,1915,Customer_1915,Wheat,IN,111,25,2775,B,11.08
6097,2023-12-17,Warehouse Movement,965,Customer_965,Sorghum,IN,31,50,1550,A,16.46
6098,2023-04-19,Warehouse Movement,190,Customer_190,Barley,IN,121,25,3025,C,14.52
6099,2023-12-28,Warehouse Movement,1430,Customer_1430,Rice,IN,183,25,4575,B,12.42
6100,2024-11-04,Warehouse Movement,1467,Customer_1467,Sorghum,OUT,87,25,2175,B,11.03
6101,2024-07-11,Warehouse Movement,1523,Customer_1523,Sorghum,IN,69,25,1725,A,13.23
6102,2023-06-24,Warehouse Movement,1396,Customer_1396,Sorghum,OUT,60,25,1500,C,12.21
6103,2024-04-28,Warehouse Movement,1820,Customer_1820,Maize,OUT,27,50,1350,B,14.45
6104,2023-09-24,Warehouse Movement,737,Customer_737,Sorghum,OUT,24,50,1200,A,13.02
6105,2024-09-06,Warehouse Movement,150,Customer_150,Rice,IN,196,25,4900,B,16.32
6106,2023-11-19,Warehouse Movement,1605,Customer_1605,Wheat,OUT,61,25,1525,C,14.04
6107,2023-08-31,Warehouse Movement,705,Customer_705,Millet,IN,26,50,1300,C,12.05
6108,2024-05-23,Warehouse Movement,1042,Customer_1042,Rice,IN,47,50,2350,A,10.21
6109,2023-09-01,Warehouse Movement,1479,Customer_1479,Barley,IN,123,50,6150,C,15.68
6110,2024-03-02,Warehouse Movement,1188,Customer_1188,Millet,IN,97,50,4850,A,11.26
6111,2024-03-12,Warehouse Movement,1581,Customer_1581,Maize,IN,85,50,4250,A,10.55
6112,2023-01-28,Warehouse Movement,297,Customer_297,Wheat,IN,142,50,7100,A,11.85
6113,2024-09-15,Warehouse Movement,1465,Customer_1465,Barley,IN,55,25,1375,B,13.74
6114,2024-03-03,Warehouse Movement,259,Customer_259,Wheat,OUT,195,50,9750,A,10.96
